web-scraper-order;web-scraper-start-url;link;link-href;judul;penulis;abstrak
1677119913-65;https://pta.trunojoyo.ac.id/c_search/byprod/10/88;Selengkapnya;https://pta.trunojoyo.ac.id/welcome/detail/120411100069;Integrasi Kinect Dan Unity3D Menggunakan  Kinect SDK Untuk Pembuatan 3D Runner Game;Penulis : Moh. Ali;Game merupakan hiburan multimedia yang dapat dimainkan dengan aturan tertentu dan sering digunakan sebagai sarana refreshing. Dengan menggunakan input sensor gerak, game juga dapat digunakan sebagai sarana olahraga tubuh. Hal ini merupakan nilai lebih dibanding game yang sejenis pada umumnya yang hanya menggunakan input seperti keyboard, mouse, dan touch screen.  Sensor gerak yang populer saat ini adalah Kinect dan salah satu game yang populer saat ini adalah 3D Runner Game. Penelitian ini membuat sebuah 3D Runner Game yang berbasis sensor gerak. Game dibuat dengan menggabungkan Unity3D dan Kinect menggunakan KinectWrapper. Sensor Kinect yang digunakan adalah sensor kinect xbox 360. Model 3D didapat dari penyedia model 3D gratis dan asset store dari game engine Unity. Pengujian dilakukan pada responden usia 6 – 12 tahun dengan hanya menggunakan kaos dan celana, 87,5% user berkeringat dan 12,5% tidak, serta berdasarkan dari konten game yang disuguhkan, menunjukkan bahwa game dapat digunakan untuk olahraga tubuh. Pada saat uji coba, 50% user mencoba 3 kali, 37,5% mencoba 4 kali, 12,5% mencoba 2 kali, namu tidak ada user yang hanya mencoba 1 kali, hal ini menujukkan bahwa game dapat membuat user tertantang untuk mencoba kembali.
1677119918-66;https://pta.trunojoyo.ac.id/c_search/byprod/10/87;Selengkapnya;https://pta.trunojoyo.ac.id/welcome/detail/120411100104;Klasifikasi Citra Mata Penderita Diabetic Retinopathy Menggunakan Simplify 2D-LDA;Penulis : Rahmawati Nurfitria;Pendeteksian penyakit diabetic retinopathy telah dilakukan oleh berbagai peneliti dengan menggunakan machine learning berbasis image processing. Namun dalam prakteknya, citra yang seharusnya dideteksi sebagai ciri normal justru dianggap sebagai ciri penyakit. Sebagai contoh optic disc yang dideteksi sebagai lemak protein (eksudat). Oleh karena itu, peneliti-peneliti sebelumnya telah mengembangkan metode guna menghilangkan optic disc sebelum proses klasifikasi keparahan penyakit diabetic retinopathy agar akurasi yang didapat lebih tinggi. Proses untuk menghilangkan optic disc adalah mengeliminasi optic disc dari citra asli yang  telah ditempelkan dengan citra dari proses sebelumnya (segmentasi). Tahapan selanjutnya melakukan ekstraksi fitur untuk mendapatkan karakteristik citra. Pada penelitian ini, ekstraksi fitur yang digunakan metode simplify 2D-LDA yang merupakan penyederhanaan dari metode LDA. Perhitungan akurasi pada percobaan ini menggunakan similarity measurement ecludian distances. Dengan menggunakan metode ini, hasil yang didapatkan selama percobaan mencapai 50% menggunakan citra tanpa eliminasi optic disc  dengan perbandingan data antara data pelatihan dan pengujian sebesar 2:1.
1677119921-67;https://pta.trunojoyo.ac.id/c_search/byprod/10/87;Selengkapnya;https://pta.trunojoyo.ac.id/welcome/detail/120411100012;Sistem Pendukung Keputusan Penentuan Pegawai Berprestasi dengan Metode Weighted Product (WP) dan TOPSIS;Penulis : Yuli Ratna Sari;"Dalam proses penentuan pegawai berprestasi di Dinas Komunikasi dan Informatika Kabupaten Sumenep pada saat ini masih dilakukan dengan microsoft excel, sehingga sistem kinerjanya cukup lambat dan kesulitan dalam mengelola data. Terkadang juga menyebabkan terjadinya kesalahan dalam pengambilan keputusan. Untuk mengatasi sistem lama tersebut bisa dibuat sistem pendukung keputusan dimana metode penilaiannya harus objektif.
Pembuatan sistem ini harus memperhatikan kriteria-kriteria yang telah ditetapkan oleh Peraturan Kepala BKN Nomor 1 Tahun 2013 tentang Ketentuan Pelaksanaan Peraturan Pemerintah Nomor 46 Tahun 2011 tentang Penilaian Prestasi kerja PNS. Metodologi yang digunakan dalam proses sistem pendukung keputusan penentuan pegawai berprestasi yaitu metode Weighted Product dan Topsis.
Hasil dari pengujian menunjukkan bahwa penentuan pegawai berprestasi dengan kedua metode pengolahan data tersebut mempunyai tingkat akurasi 80% jika dibandingkan dengan perhitungan manual."
1677119923-68;https://pta.trunojoyo.ac.id/c_search/byprod/10/87;Selengkapnya;https://pta.trunojoyo.ac.id/welcome/detail/120411100029;KLASIFIKASI DIABETIC RETINOPATHY PADA CITRA RETINA MENGGUNAKAN PRINCIPAL COMPONENT ANALYSIS (PCA);Penulis : Suci Darma Wati;"Mata adalah  alat indera dengan berbagai fungsi yang rentan terhadap penyakit. diabetik retinopathy merupakan salah satu penyakit pada mata yang  diakibatkan oleh diabetes mellitus. Resiko penderita akan terus bertambah seiring lamanya mengidap penyakit ini, bahkan mampu mengakibatkan kebutaan. Untuk mengantisipasi kerusakan yang lebih parah, perlu adanya sistem yang mampu mendeteksi fase diabetic retinopathy (DR)  secara dini. Sistem yang dibangun pada penelitian ini  merupakan sistem yang dapat digunakan untuk mendeteksi fase diabetic retinopathy dengan menggunakan metode Principal Component Analysis (PCA) dan metode klasifikasi K-Nearest Neighbor (KNN). Sistem ini dapat menggolongkan citra retina kedalam empat fase DR yaitu, normal, Poliferative Diabetic Retinopathy (PDR), non- Poliferative Diabetic Retinopathy (NPDR) dan Macular Edema (ME). Pengujian dilakukan terhadap citra retina pada database Methode to evaluate segmentation and indexing techniques in the field of retinal ophtamology (MESSIDORE) yang sudah terklasifikasi sesuai tingkatan fasenya. Dari hasil analisis dan pengujian yang dilakukan pada sistem, didapatkan tingkat akurasi tertinggi adalah 85%.

Kata kunci : Diabetic Retinopathy, Principal Component Analysis,  K- Nearest Neighbhor, MESSIDORE."
1677119925-69;https://pta.trunojoyo.ac.id/c_search/byprod/10/87;Selengkapnya;https://pta.trunojoyo.ac.id/welcome/detail/120411100041;"SISTEM PAKAR UNTUK DIAGNOSA PENYAKIT PULPA DENGAN METODE DEMPSTER
SHAFER";Penulis : Irina Kurniawati;"Penyakit gigi merupakan penyakit yang paling banyak dikeluhkan oleh masyarakat Indonesia. Penyakit gigi diawali dengan gigi berlubang yang apabila tidak ditangani secara serius akan menyebabkan timbulnya penyakit Pulpa yaitu salah satu bagian penting dalam rongga gigi. Penyakit pulpa bersifat agresif komulatif, artinya daerah yang rusak tidak dapat disembuhkan apabila tidak ditangani dengan cepat dan tepat. Sedangkan, penyakit gigi dan mulut merupakan penyakit keempat yang paling mahal biaya penyembuhannya. 
Berdasarkan data tentang tingginya penderita penyakit Pulpa serta rendahnya jumlah pasien yang mampu berobat ke dokter karena membutuhkan biaya yang mahal, maka dengan mengimplementasikan metode Dempster Shafer dibuatlah suatu alternatif sistem pakar yang dapat membantu penderita penyakit Pulpa agar dapat mengetahui diagnosa penyakitnya serta mengetahui cara perawatannya tanpa harus mengeluarkan biaya yang mahal. 
Dari penelitian ini telah dihasilkan sistem pakar untuk mendiagnosa penyakit Pulpa dan setelah dilakukan uji coba 60 kasus data, diperoleh nilai akurasi sebesar 98,3%. 
Kata Kunci : Pulpa, Sistem Pakar, Dempster Shafer"
1677119928-70;https://pta.trunojoyo.ac.id/c_search/byprod/10/87;Selengkapnya;https://pta.trunojoyo.ac.id/welcome/detail/120411100011;KLASIFIKASI FASE DIABETIC RETINOPATHY PADA FUNDUS MATA MENGGUNAKAN GRAY LEVEL RUN LENGTH MATRIX (GLRLM);Penulis : Abdul Hakim;"Diabetes melitus merupakan suatu kondisi dimana tingginya kadar gula dalam darah yang melebihi kisaran normal. Salah satu penyakit hasil dari komplikasi diabetes melitus yaitu diabetic retinopathy. Penyakit ini dapat menyebabkan kerusakan pada retina mata dan beresiko buta secara permanen pada penderitanya. Mendeteksi penyakit ini bisa dilakukan dengan cara melihat informasi pada citra fundus mata. Maka dari itu diperlukan adanya penelitian klasifikasi fase diabetic retinopathy melalui citra fundus mata. Tugas Akhir ini menggunakan metode gray level run length matrix (GLRLM) sebagai metode ekstraksi fiturnya. Terdapat tiga langkah utama dalam proses klasifikasi dalam penelitian ini. Langkah pertama dengan mengubah citra asli menjadi grayscale, kemudian dilakukan masking overlay yaitu mengeliminasi blood vessel pada citra grayscale dengan hasil proses segmentasi. Langkah kedua adalah ekstraksi fitur dengan menggunakan metode GLRLM. Proses terakhir yaitu klasifikasi fase dengan menggunakan metode manhattan. Pengujian akan dilakukan terhadap database MESSIDOR (Methode to evaluate segmentation and indexing techniques in the field of retinal ophtamology) yang telah terklasifikasi. Berdasarkan hasil penelitian dan pengujian terhadap sistem, maka didapatkan tingkat akurasi tertinggi sebesar 66,67%.

Kata kunci: Diabetic Retinopathy, gray level run length matrix, blood vessel, masking overlay, manhattan, MESSIDOR."
1677119933-71;https://pta.trunojoyo.ac.id/c_search/byprod/10/86;Selengkapnya;https://pta.trunojoyo.ac.id/welcome/detail/120411100044;SISTEM REKOMENDASI PENDUKUNG KEPUTUSAN PEMILIHAN KEPALA SEKOLAH MENGGUNAKAN ALGORITMA C45. (STUDI KASUS: Dinas Pendidikan Kabupaten Madiun).;Penulis : Ristya Mega Pratiwi;"Kemajuan setiap sekolah menengah pertama/menengah atas tidak lepas dari pengaruh bagaimana kemampuan kepala sekolah dalam mengelola seluruh sumber daya yang ada pada sekolah tersebut. Oleh karena itu diperlukan sumber daya manusia yang berkualitas, dalam hal ini guru-guru yang memiliki potensi dan prestasi untuk menjadi kepala sekolah agar dapat mewujudkan pendidikan yang berkualitas.
Saat ini proses seleksi pemilihan kepala sekolah masih dilakukan dengan menggunakan software microsoft excel. Pengambilan keputusan penentuan calon kepala sekolah pada Dinas Pendidikan Kabupaten Madiun merupakan hal yang relatif sulit karena terdapat berbagai kriteria yang mempengaruhi, yang diantaranya yaitu: Pendidikan terakhir, Usia, Lama Mengajar, Sertifikat Pendidikan, Wawancara dan Surat Sehat.  Tugas akhir ini bertujuan untuk membangun sistem pendukung keputusan yang mempunyai kemampuan analisa pemilihan kepala sekolah dengan menggunakan Algoritma C4.5, dimana algoritma C4.5 merupakan pohon keputusan yang memiliki tingkat akurasi yang tinggi dalam menentukan keputusan.
Dari penelitian yang telah dilakukan, diketahui nilai precision dari algoritma C4.5 dengan partisi data 7:3 menghasilkan nilai sebesar 100%. Nilai accuracy algoritma C4.5 partisi data 7:3 dengan nilai sebesar 80%.

Kata kunci : Algoritma C4.5, Pemilihan Kepala Sekolah, Sistem Pendukung Keputusan"
1677119935-72;https://pta.trunojoyo.ac.id/c_search/byprod/10/86;Selengkapnya;https://pta.trunojoyo.ac.id/welcome/detail/120411100013;Penetapan harga jual produk dengan simulasi sistem dinamik untuk meningkatkan profitabilitas;Penulis : Indrit Cikita Dwi Putri;Kebijakan penetapan harga jual sebuah produk pada suatu unit usaha merupakan strategi penting dalam proses penjualan yang harus diputuskan secara cepat dan tepat. Tidak terkecuali bagi PT. Dua Putri Kedaton yang  termasuk perusahaan yang cukup besar dalam bidangnya. Salah satu produk yang dihasilkan oleh perusahaan ini adalah aspal hotmix Saat ini penetapan harga aspal hotmix per tonase hingga pemasangannya ditetapkan secara acak dan berpatokan pada harga pasar. Oleh sebab itu, penjualan dan keuntungan yang dihasilkan juga masih belum maksimal. Untuk mengatasi permasalahan  penetapan harga tersebut, perlu di analisis strategi penetapan harga yang tepat.  Sehingga dapat menggambarkan sistem atau keadaan pasar yang nyata. Solusi yang dapat digunakan adalah melalui pendekatan simulasi sistem dinamik. Metode tersebut sangat cocok untuk kasus variabel yang selalu berubah. Sedangkan software yang dapat digunakan adalah aplikasi Vensim. Berdasarkan hasil simulasi, penetapan harga melalui simulasi dapat meningkatkan profit sebesar 11,10 %. Untuk meningkatkan profit, bisa dikembangkan skenario efisiensi biaya. Dimana, pada kondisi optimis skenario ini bisa meningkatkan profit sebesar 7,26 %.  Skenario harga bbm juga bisa dilakukan untuk meramalkan harga pada saat terjadi kenaikan atau penurunan harga BBM.
1677119937-73;https://pta.trunojoyo.ac.id/c_search/byprod/10/86;Selengkapnya;https://pta.trunojoyo.ac.id/welcome/detail/120411100049;RANCANG BANGUN OPEN LEARNER MODEL (OLM) PADA SISTEM E-LEARNING;Penulis : Imas Dwikatama;"E-learning merupakan media pembelajaran berbasis komputer yang mendukung proses belajar yang dilakukan didalam kelas. Penggunaan e-learning saat ini bertujuan untuk mengetahui tingkat kompetensi mahasiswa. Namun dibutuhkan waktu yang cukup lama dan pendekatan yang intensif untuk dapat mengetahui kompetensi yang dimiliki oleh mahasiswa. Permasalahan tersebut dapat diatasi dengan OLM (Open Learner Model) pada sistem E-Learning, dimana sistem tersebut dapat mevisualisasikan mahasiswa dari segi kompetensi dengan sumber yang berasal dari nilai otomatis sistem dan nilai refleksi dari mahasiswa. Nilai otomatis sistem meliputi soal latihan, qiuz, Ujian Tengah Semester (UTS), dan Ujian Akhir Semester (UAS). Setelah sumber data sudah ada maka Open Learner Model (OLM) akan memvisualisasikan kedalam berbagai macam bentuk. Pada penelitan ini menggunakan bentuk visualisasi berupa: Tree Map, Table, Smiley Faces, Word Cloud, Radar Plot, dan Network. Dengan adanya Open Learner Model (OLM) maka informasi tingkat kompetensi akan cepat diperoleh. Bagi mahasiswa diharapkan dapat mengetahui kompetensinya dalam pembelajaran setiap modul. 
Berdasarkan uji coba yang diterapkan, yakni penyebaran kuisioner, sistem ini dinilai mampu memberi kemudahan mahasiswa untuk merefleksi diri sendiri dengan hasil penilaian presentase 76% dan termasuk dalam kategori baik.

Kata Kunci: E-Learning, Open Learner Model (OLM), Refleksi"
1677119940-74;https://pta.trunojoyo.ac.id/c_search/byprod/10/86;Selengkapnya;https://pta.trunojoyo.ac.id/welcome/detail/120411100079;Sistem Pendukung Keputusan untuk Pemilihan Desain Interior dengan Menggunakan Fuzzy Analytical Hierarchy Process (FAHP);Penulis : Audia Vernanda Arif;"Penerapan desain interior pada ruangan perlu mempertimbangkan aspek keindahan, kenyamanan, serta fungsionalitas oleh karena itu dirasa sukar untuk orang awam yang akan menerapkan desain interior pada ruangan. Perancangan sistem pendukung keputusan untuk pemilihan desain interior dilakukan untuk membantu pihak tertentu yang masih bingung dalam menentukan desain interior yang akan diterapkan pada ruangan. Oleh karena itu, diperlukan sebuah sistem yang dapat membantu pemilihan desain interior untuk diterapkan dalam suatu  dengan mempertimbangkan unsur-unsur penting dalam desain interior dimana unsur tersebut memiliki nilai kualitatif. Agar sistem dapat memproses data kualitatif tersebut maka diperlukan metode untuk mengkonversi data kualitatif tersebut yang digunakan untuk menghitung prioritas antar kriteria serta kriteria pada beberapa alternatif desain interior, dalam hal ini digunakan metode Fuzzy Analytical Hierarchy Process (FAHP) sehingga nantinya didapatkan rekomendasi desain interior dari hasil perhitungan yang paling tinggi dan tentunya sesuai dengan keinginan pihak yang akan menerapkan desain interior. 
Hasil rekomendasi dari sistem telah melalui proses uji objektifitas dengan menyebarkan kuisioner kepada 50 responden dan mendapatkan hasil rata-rata nilai sebesar 8.28 untuk poin kesesuaian rekomendasi dengan keinginan customer. 

Kata kunci: desain interior,  fuzzy analytical hierarchy process, sistem pendukung keputusan"
1677119942-75;https://pta.trunojoyo.ac.id/c_search/byprod/10/86;Selengkapnya;https://pta.trunojoyo.ac.id/welcome/detail/120411100032;SISTEM PENDUKUNG KEPUTUSAN REKOMENDASI PEMILIHAN MUSAHIL ASRAMA DENGAN METODE ENTROPY DAN TOPSIS (STUDI KASUS : ASRAMA UNIVERSITAS TRUNOJOYO MADURA);Penulis : Try Hastutik;"Asrama Universitas Trunojoyo Madura (UTM) merupakan salah satu tempat tinggal mahasiswa dengan fasilitas yang lengkap, biaya murah, dan keamanan yang terjamin oleh kampus. Adanya peningkatan pendaftar penghuni asrama setiap tahun, perlu adanya musahil untuk setiap kamar asrama agar menjadi pendamping bagi penghuni asrama dalam jadwal kegiatan sehari-hari dan memantau untuk selalu tertib dan mentaati peraturan serta menjaga etika selama menjadi penghuni asrama. Proses seleksi musahil saat ini masih dilakukan dengan menggunakan software microsoft excel. Untuk mengatasi sistem lama tersebut bisa dibuat sistem rekomendasi pemilihan musahil sesuai dengan kriteria diantaranya keaktifan, mengaji, wawancara, ipk, semester untuk non-fakultas ilmu keislaman (FIK), dan bahasa arab  untuk kriteria tambahan pada fakultas ilmu keislaman (FIK). Metodologi yang digunakan dalam proses sistem pendukung keputusan rekomendasi pemilihan yaitu menggunakan metode Entropy dan Topsis. Hasil dari penerapan metode ini adalah Fakultas Ilmu Keislaman sebanyak 25 puteri sebesar 75% dan 9 putera sebesar 80%. Sedangkan dari Non-Fakultas Ilmu Kesilaman sebanyak 31 putera sebesar 80% dan 54 puteri sebesar 83%.   

Kata Kunci : Musahil, Sistem Pendukung Keputusan, Entropy, Topsis"
1677119947-76;https://pta.trunojoyo.ac.id/c_search/byprod/10/85;Selengkapnya;https://pta.trunojoyo.ac.id/welcome/detail/120411100084;SISTEM PENDUKUNG KEPUTUSAN PEMILIHAN PERUMAHAN DENGAN  METODE FUZZY ANALYTICAL HIERARCHY PROCESS  (STUDI KASUS : PERUMAHAN DAERAH GRESIK);Penulis : Mala Rosa Aprillya;"Perumahan merupakan tempat tinggal dan merupakan faktor penting sebagai peningkatan harkat dan martabat manusia. Perumahan harus dilengkapi dengan beberapa sarana dan juga prasarana pendukung agar mendapatkan hunian yang nyaman dan sesuai keinginan. Banyaknya developer perumahan yang menawarkan macam-macam perumahan dengan berbagai tipe membuat para kosumen sering merasa bingung dalam memilih perumahan yang diinginkan. Untuk memecahkan permasalahan tersebut di buatlah sebuah sistem pendukung keputusan pemilihan perumahan dengan menggunakan metode Fuzzy Analytical Hierarchy Process dengan beberapa kriteria yang akan dibandingkan. Kriteria yang di bandingkan dalam penelitian ini meliputi harga rumah, luas rumah, luas bangunan, jumlah kamar, dan jumlah lantai. Penelitian ini akan menghasilkan sebuah sistem pendukung keputusan yang dapat memberikan rekomendasi bagi konsumen dalam memilih perumahan. Dalam penelitian ini diharapkan dapat membantu para konsumen dalam pemilihan perumahan hunian yang diinginkan. Dengan penerapan metode Fuzzy Analytical Hierarchy Process pada sistem dan hasil uji coba pengujian sistem menggunakan kuesioner yang telah disebar sebanyak 50 responden, sistem sesuai dengan keinginan customer sebesar 34%, sedangkan customer yang menilai cukup sesuai dengan presentase sebesar 61%.  

Kata kunci : Perumahan, Sistem Pendukung Keputusan (SPK), Fuzzy Analytical Hierarchy Process."
1677119950-77;https://pta.trunojoyo.ac.id/c_search/byprod/10/85;Selengkapnya;https://pta.trunojoyo.ac.id/welcome/detail/120411100065;Membangun Aplikasi Pembelajaran Matematika Dasar Bangun Datar Menggunakan Bahasa Pemrograman Python pada Perangkat Bergerak.;Penulis : Siti Alifatul Qutsiah;"ABSTRAK
E-learning merupakan sistem baru yang sudah berkembang dengan baik hingga saat ini. Sudah banyak pembelajaran yang telah didukung oleh e-learning. Dengan e-learning proses belajar tidak hanya di sekolah, namun sudah bisa dilakukan menggunakan Mobile dengan dukungan e-learning.
Pembuatan mobile learning ini menggunakan bahasa pemrograman Python, dikarenakan singkat dan fleksibelnya dalam pembuatan aplikasi apapun. Selain itu Python juga mempunyai tipe data dan operasi tingkat tinggi yaitu kecepatan pembuatan sistem aplikasi menggunakan tipe objek yang telah ada. 
Hasil penelitian ini adalah: (1) dalam membangun aplikasi
pembelajaran matematika dasar bangun datar untuk sekolah dasar melalui 4 tahap utama yaitu: pengumpulan informasi, perencanaan, pembuatan, dan uji coba (2) kualitas pembelajaran bangun datar yang dibangun ditinjau dari aspek tampilan, isi, pembelajaran, dan teknologi adalah baik. Dengan menggunakan rentang skor 1 sampai 5, aspek tampilan menunjukkan rata-rata 2,4, aspek isi 3,8, aspek pembelajaran 3, dan pada aspek teknologi 2. (3) penggunaan pembelajaran bangun datar berdampak baik terhadap ketuntasan belajar siswa: pada uji coba
kelompok besar dari 50 siswa, terdapat 35 siswa (70%) yang tuntas belajar dalam pembelajaran bangun datar.
Kata Kunci: mobile-learning, Android, Python, e-learning."
1677119952-78;https://pta.trunojoyo.ac.id/c_search/byprod/10/85;Selengkapnya;https://pta.trunojoyo.ac.id/welcome/detail/120411100093;Klasifikasi Tingkat Diabetic Retinopathy Menggunakan K-Nearest Neighbors dan Moment Invarians Berbasis Fitur;Penulis : Siti Maria Ulfah;Salah satu hasil komplikasi dari penyakit Diabetes Mellitus yaitu Retinopati Diabetes. Penyakit ini dapat menyebabkan kebutaan secara permanen jika tidak ditangani sejak dini. Angka penyandang Retinopati Diabetes terus meningkat seiring bertambahnya penyandang Diabetes Mellitus.Untuk itu diperlukan suatu sistem yang dapat mendeteksi penyakit ini sejak gejala awal. Dalam penelitian ini dibuat sebuah perangkat lunak untuk mendeteksi Retinopati Diabetes secara otomatis. Terdapat 3 langkah utama untuk proses deteksi. Langkah pertama dengan menyiapkan citra input. Citra input yang digunakan yaitu citra asli dalam bentuk grayscale serta citra asli yang dieliminasi pembuluh darahnya. Untuk melakukan eliminasi pembuluh darah dengan proses overlapping antara citra hasil segmentasi pembuluh darah dengan citra original database. Langkah kedua dengan ektraksi fitur menggunakan moment invariant method. Hasil dari proses ekstraksi fitur digunakan untuk proses klasifikasi dengan KNN Classifier dan dilakukan pengujian pada data testing untuk mendapatkan grade hasil klasifikasi tingkat keparahan Diabetic Retinopathy. Sistem ini dapat bekerja dengan tingkat akurasi maksimum sebesar 58% berdasarkan perubahan nilai K. Akurasi maksimum dengan perubahan jumlah Training mencapai 95%.
1677119955-79;https://pta.trunojoyo.ac.id/c_search/byprod/10/85;Selengkapnya;https://pta.trunojoyo.ac.id/welcome/detail/120411100009;Visualisasi Analisa Pembelajaran (Learning Analytics) pada E-Learning Mata Kuliah Sistem Informasi;Penulis : Elisa Riani;"E-Learning menjadi konsep pendidikan masa kini yang memanfaatkan teknologi jaringan komputer untuk melakukan pembelajaran, namun E-Learning di nilai kurang dalam menilai pola perilaku mahasiswa dalam melakukan pembelajaran karena E-Learning belum mampu memberikan fitur belajar yang sesuai dengan karakter mahasiswa dalam melakukan pembelajaran. Agar proses belajar mengajar pada sistem E-Learning mudah di evaluasi baik oleh dosen maupun mahasiswa, maka perlu adanya Visual Learning Analytics pada sistem tersebut. Visual Learning Analytics dilakukan untuk menganalisa pembelajaran dengan hasil akhir dalam bentuk pembelajaran yang berbasis gambar, grafik atau diagram. Sistem ini menggunakan E-Learning mata kuliah Sistem Informasi, sistem diolah dengan cara mengambil log dari E-Learning sebagai sumber untuk mencari pola perilaku pengguna, kemudian data dikelompokkan berdasarkan kriteria yang telah ditentukan. Hasil dari pengelompokan tersebut kemudian di visualisasikan dalam bentuk speedometer. Dengan diimplementasikan sistem ini dosen dapat dengan mudah dalam  mengamati,mengevaluasi dan menilai pola perilaku mahasiswa dalam melakukan pembelajaran serta mahasiswa dapat mengevaluasi pola perilaku dirinya sendiri dalam melakukan pembelajaran. Berdasarkan hasil uji coba yang diterapkan, sistem secara keseluruhan dinilai bisa diterapkan dengan baik oleh mahasiswa maupun dosen dengan nilai rata-rata 7,7 dari mahasiswa dan nilai rata-rata 8 dari dosen yang masuk dalam kategori baik.
Kata kunci : E-Learning, Visual Learning Analytics, Sistem Informasi"
1677119957-80;https://pta.trunojoyo.ac.id/c_search/byprod/10/85;Selengkapnya;https://pta.trunojoyo.ac.id/welcome/detail/110411100012;Aplikasi Pengelompokan Lahan Menggunakan Self Organizing Map (Som) Di Kabupaten Sumenep;Penulis : Aditami Yoanta;"Pertanian merupakan salah satu sektor utama yang memberikan kontribusi terbesar dalam perkonomian Kabupaten Sumenep. Salah satu prosedur untuk mempertajam kualitas dan mutu hasil pertanian, Dinas Pertanian Kabupaten Sumenep merencanakan program kerja pemberdayaan petani dan organisasi petani dalam meningkatkan produktivitas, pendapatan dan kesejahteraan petani melalui peningkatan aksesibilitas informasi pertanian dan pengembangan potensi pertanian khususnya dalam komoditas palawija serta pemerataan terhadap potensi komoditas palawija. Untuk merealisasikan hal tersebut pemerintah perlu memetakan karakteristik potensi lahan di setiap daerah dengan pengelompokkan kecamatan berdasarkan persamaan ciri potensi lahan sehingga dapat memberikan kebijakan dan peningkatan pelayanan kebutuhan pertanian. Metode Self Organizing Map digunakan sebagai metode dalam tugas akhir ini sebagai metode pengelompokkan unsupervised yang sesuaiuntuk menghasilkan karakteristik potensi lahan dari setiap kluster yang diperoleh dengan indikator potensi lahan sehingga mempermudah klarifikasi kebijakan pemerintah dalam pemerataan potensi pertanian palawija.

Kata Kunci : Aplikasi Pengelompokan, Pertanian, ,Clustering, Komoditas Palawija, Palawija, Self Organizing Map, SOM."
1677119962-81;https://pta.trunojoyo.ac.id/c_search/byprod/10/84;Selengkapnya;https://pta.trunojoyo.ac.id/welcome/detail/120411100030;Sistem Pendukung Keputusan Kelayakan Pemberian Kredit Nasabah Dengan Metode Algoritma C4.5;Penulis : Karimatus Sa'diyah;"Dalam pemberian pinjaman kepada nasabah, banyak faktor yang dipertimbangkan dalam pengambilan keputusan kelayakan nasabah. Terdapat 5 faktor yang menjadi pertimbangan dalam analisa pemberian kredit dikenal dengan istilah 5C yaitu character, capacity, capital, collateral, dan condition of economy. Faktor tersebut yang akan menjadi kriteria sistem pendukung keputusan dalam menentukan penilaian kelayakan kredit. Dalam penyeleksian penentuan penerimaan kelayakan nasabah dibutuhkan suatu sistem pendukung keputusan. Sistem pendukung keputusan merupakan suatu sistem yang menghasilkan alternatif keputusan yang digunakan sebagai alat bantu pengambilan keputusan dalam memberikan alternatif terima atau tidaknya pengajuan kredit oleh pemohon kredit. Harapan dari penelitian ini adalah dapat merancang, serta mengaplikasikan sistem pendukung keputusan mampu memberikan keputusan kelayakan kredit kepada calon nasabah. Metode yang digunakan dalam sistem pendukung  keputusan ini yaitu metode ALGORITMA C4.5 merupakan algoritma pohon keputusan yang sering digunakan untuk membuat suatu pohon keputusan karena memiliki tingkat akurasi yang tinggi dalam menentukan keputusan.
Hasil dari pengujian sistem menggunakan Algoritma C4.5 mencapai tingkat akurasi 88.89% untuk jumlah data latih 51 dan data uji 49 sedangakan untuk data latih 72 dan data uji 28 mencapai tingkat akurasi sebesar 92.59%. 

     Kata Kunci : Kredit , sistem pendukung keputusan (SPK), ALGORITMA C4.5"
1677119964-82;https://pta.trunojoyo.ac.id/c_search/byprod/10/84;Selengkapnya;https://pta.trunojoyo.ac.id/welcome/detail/110411100067;RANCANG BANGUN GAME BOMB MATH MENGGUNAKAN METODE PEMBELAJARAN SCRAMBLE;Penulis : Faisal Hariyadi Arhamsyah;"Game edukasi merupakan upaya untuk meningkatkan efisiensi media yang mengandung unsur pendidikan sebagai alternatif dan inovasi untuk mempermudah proses pembelajaran. Oleh karena itu perlu dibangun sebuah game yang berjudul Bomb Math untuk mengimplementasikan pelajaran perhitungan matematika. Game Bomb Math ini menggunakan metode pembelajaran scramble. Pembelajaran scramble itu sendiri merupakan metode pengacakan soal dengan jawaban yang telah tersedia. Pada game Bomb Math ini terdapat 4 stage permainan. Stage Bangkalan dengan 6 level mode penjumlahan, stage Sampang dengan 6 level mode pengurangan, stage Pamekasan dengan 6 level mode perkalian dan stage Sumenep dengan 6 level mode kombinasi penjumlahan, pengurangan dan perkalian. Pola pengacakan angka pada gameplay disediakan 10 pola dan metode input dalam permainan menggunakan drag touch. Berdasarkan hasil survey dari 30 responden, implementasi game Bomb Math ini tergolong sangat bermanfaat dan mudah dimainkan dengan persentase 70% dari segi manfaat dan 53% dari segi kemudahan. Dapat ditarik kesimpulan bahwa game ini bermanfaat karena membantu mengasah kemampuan berhitung dan mudah untuk dimainkan. Tampilan game ini sangat baik dengan penilaian dari 30 responden sebanyak 50%, interface tombolnya juga sangat mudah dengan penilaian sebanyak 47%  dan game ini sangat menarik dengan persentase penilaian dari 30 responden sebanyak 57%.

Kata Kunci : Mobile Android, Game, Bomb Math."
